ORDERS|1|0|0|0|0|Clerk#000000951|nstructions sleep furiously among|0|0|10|0|0|0|0|0|0|0|0|19960102|1|5-LOW|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|131251.81|0
ORDERS|1|0|0|0|0|Clerk#000000880| foxes. pending accounts at the pending, silent asymptot|0|0|10|0|0|0|0|0|0|0|0|19961201|2|1-URGENT|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40183.29|0
ORDERS|1|0|0|0|0|Clerk#000000955|sly final accounts boost. carefully regular ideas cajole carefully. depos|0|0|13|0|0|0|0|0|0|0|0|19931014|3|5-LOW|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|160882.76|0
ORDERS|1|0|0|0|0|Clerk#000000124|sits. slyly regular warthogs cajole. regular, regular theodolites acro|0|0|12|0|0|0|0|0|0|0|0|19951011|4|5-LOW|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31084.79|0
ORDERS|1|0|0|0|0|Clerk#000000925|quickly. bold deposits sleep slyly. packages use slyly|0|0|5|0|0|0|0|0|0|0|0|19940730|5|5-LOW|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|86615.25|0
ORDERS|1|0|0|0|0|Clerk#000000058|ggle. special, final requests are against the furiously specia|0|0|1|0|0|0|0|0|0|0|0|19920221|6|4-NOT SPECIFIED|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|36468.55|0
ORDERS|1|0|0|0|0|Clerk#000000470|ly special requests|0|0|13|0|0|0|0|0|0|0|0|19960110|7|2-HIGH|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|171488.73|0
ORDERS|1|0|0|0|0|Clerk#000000616|ise blithely bold, regular requests. quickly unusual dep|0|0|6|0|0|0|0|0|0|0|0|19950716|32|2-HIGH|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|116923|0
ORDERS|1|0|0|0|0|Clerk#000000409|uriously. furiously final request|0|0|12|0|0|0|0|0|0|0|0|19931027|33|3-MEDIUM|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|99798.76|0
ORDERS|1|0|0|0|0|Clerk#000000223|ly final packages. fluffily final deposits wake blithely ideas. spe|0|0|7|0|0|0|0|0|0|0|0|19980721|34|3-MEDIUM|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|41670.02|0
ORDERS|1|0|0|0|0|Clerk#000000259|zzle. carefully enticing deposits nag furio|0|0|3|0|0|0|0|0|0|0|0|19951023|35|4-NOT SPECIFIED|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|148789.52|0
ORDERS|1|0|0|0|0|Clerk#000000358| quick packages are blithely. slyly silent accounts wake qu|0|0|5|0|0|0|0|0|0|0|0|19951103|36|1-URGENT|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|38988.98|0
ORDERS|1|0|0|0|0|Clerk#000000456|kly regular pinto beans. carefully unusual waters cajole never|0|0|5|0|0|0|0|0|0|0|0|19920603|37|3-MEDIUM|F|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|113701.89|0
ORDERS|1|0|0|0|0|Clerk#000000604|haggle blithely. furiously express ideas haggle blithely furiously regular re|0|0|14|0|0|0|0|0|0|0|0|19960821|38|4-NOT SPECIFIED|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|46366.56|0
ORDERS|1|0|0|0|0|Clerk#000000659|ole express, ironic requests: ir|0|0|13|0|0|0|0|0|0|0|0|19960920|39|3-MEDIUM|O|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|219707.84|0
