NATION|1|0|0|0|0|0| haggle. carefully final deposits detect slyly agai|0|0|0|0|0|0|0|0|0|ALGERIA|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|al foxes promise slyly according to the regular accounts. bold requests alon|0|0|0|0|0|0|0|0|0|ARGENTINA|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|y alongside of the pending deposits. carefully special packages are about the ironic forges. slyly special|0|0|0|0|0|0|0|0|0|BRAZIL|2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|eas hang ironic, silent packages. slyly regular packages are furiously over the tithes. fluffily bold|0|0|0|0|0|0|0|0|0|CANADA|3|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|y above the carefully unusual theodolites. final dugouts are quickly across the furiously regular d|0|0|0|0|0|0|0|0|0|EGYPT|4|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|ven packages wake quickly. regu|0|0|0|0|0|0|0|0|0|ETHIOPIA|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|refully final requests. regular, ironi|0|0|0|0|0|0|0|0|0|FRANCE|6|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|l platelets. regular accounts x-ray: unusual, regular acco|0|0|0|0|0|0|0|0|0|GERMANY|7|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|ss excuses cajole slyly across the packages. deposits print aroun|0|0|0|0|0|0|0|0|0|INDIA|8|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0| slyly express asymptotes. regular deposits haggle slyly. carefully ironic hockey players sleep blithely. carefull|0|0|0|0|0|0|0|0|0|INDONESIA|9|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|efully alongside of the slyly final dependencies.|0|0|0|0|0|0|0|0|0|IRAN|10|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|nic deposits boost atop the quickly final requests? quickly regula|0|0|0|0|0|0|0|0|0|IRAQ|11|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|ously. final, express gifts cajole a|0|0|0|0|0|0|0|0|0|JAPAN|12|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|ic deposits are blithely about the carefully regular pa|0|0|0|0|0|0|0|0|0|JORDAN|13|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0| pending excuses haggle furiously deposits. pending, express pinto beans wake fluffily past t|0|0|0|0|0|0|0|0|0|KENYA|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|rns. blithely bold courts among the closely regular packages use furiously bold platelets?|0|0|0|0|0|0|0|0|0|MOROCCO|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|s. ironic, unusual asymptotes wake blithely r|0|0|0|0|0|0|0|0|0|MOZAMBIQUE|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|platelets. blithely pending dependencies use fluffily across the even pinto beans. carefully silent accoun|0|0|0|0|0|0|0|0|0|PERU|17|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
NATION|1|0|0|0|0|0|c dependencies. furiously express notornis sleep slyly regular accounts. ideas sleep. depos|0|0|0|0|0|0|0|0|0|CHINA|18|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0
