LINEITEM|1|0|0|0|0|0|egular courts above the|19960212|0|0|0.04|17954.55|1|O|0|0|0|0|0|1|0|0|156|0|17|19960322|0|0|N|19960313|DELIVER IN PERSON|TRUCK|0|0|4|0|0.02|0|0
LINEITEM|1|0|0|0|0|0|ly final dependencies: slyly bold|19960228|0|0|0.09|34850.16|2|O|0|0|0|0|0|1|0|0|68|0|36|19960420|0|0|N|19960412|TAKE BACK RETURN|MAIL|0|0|9|0|0.06|0|0
LINEITEM|1|0|0|0|0|0|riously. regular, express dep|19960305|0|0|0.1|7712.48|3|O|0|0|0|0|0|1|0|0|64|0|8|19960131|0|0|N|19960129|TAKE BACK RETURN|REG AIR|0|0|5|0|0.02|0|0
LINEITEM|1|0|0|0|0|0|lites. fluffily even de|19960330|0|0|0.09|25284|4|O|0|0|0|0|0|1|0|0|3|0|28|19960516|0|0|N|19960421|NONE|AIR|0|0|6|0|0.06|0|0
LINEITEM|1|0|0|0|0|0| pending foxes. slyly re|19960314|0|0|0.1|22200.48|5|O|0|0|0|0|0|1|0|0|25|0|24|19960401|0|0|N|19960330|NONE|FOB|0|0|8|0|0.04|0|0
LINEITEM|1|0|0|0|0|0|arefully slyly ex|19960207|0|0|0.07|29312.32|6|O|0|0|0|0|0|1|0|0|16|0|32|19960203|0|0|N|19960130|DELIVER IN PERSON|MAIL|0|0|3|0|0.02|0|0
LINEITEM|1|0|0|0|0|0|ven requests. deposits breach a|19970114|0|0|0|38269.8|1|O|0|0|0|0|0|2|0|0|107|0|38|19970202|0|0|N|19970128|TAKE BACK RETURN|RAIL|0|0|2|0|0.05|0|0
LINEITEM|1|0|0|0|0|0|ongside of the furiously brave acco|19940104|0|0|0.06|40725|1|F|0|0|0|0|0|3|0|0|5|0|45|19940223|0|0|R|19940202|NONE|AIR|0|0|2|0|0|0|0
LINEITEM|1|0|0|0|0|0| unusual accounts. eve|19931220|0|0|0.1|45080.98|2|F|0|0|0|0|0|3|0|0|20|0|49|19931124|0|0|R|19931109|TAKE BACK RETURN|RAIL|0|0|10|0|0|0|0
LINEITEM|1|0|0|0|0|0|nal foxes wake.|19931122|0|0|0.06|27786.24|3|F|0|0|0|0|0|3|0|0|129|0|27|19940123|0|0|A|19940116|DELIVER IN PERSON|SHIP|0|0|8|0|0.07|0|0
LINEITEM|1|0|0|0|0|0|y. fluffily pending d|19940107|0|0|0.01|1860.06|4|F|0|0|0|0|0|3|0|0|30|0|2|19940101|0|0|A|19931204|NONE|TRUCK|0|0|5|0|0.06|0|0
LINEITEM|1|0|0|0|0|0|ages nag slyly pending|19940110|0|0|0.04|30357.04|5|F|0|0|0|0|0|3|0|0|184|0|28|19940101|0|0|R|19931214|TAKE BACK RETURN|FOB|0|0|5|0|0|0|0
LINEITEM|1|0|0|0|0|0|ges sleep after the caref|19931218|0|0|0.1|25039.56|6|F|0|0|0|0|0|3|0|0|63|0|26|19931104|0|0|A|19931029|TAKE BACK RETURN|RAIL|0|0|8|0|0.02|0|0
LINEITEM|1|0|0|0|0|0|- quickly regular packages sleep. idly|19951214|0|0|0.03|29672.4|1|O|0|0|0|0|0|4|0|0|89|0|30|19960118|0|0|N|19960110|DELIVER IN PERSON|REG AIR|0|0|10|0|0.08|0|0
LINEITEM|1|0|0|0|0|0|ts wake furiously|19940831|0|0|0.02|15136.5|1|F|0|0|0|0|0|5|0|0|109|0|15|19941120|0|0|R|19941031|NONE|AIR|0|0|10|0|0.04|0|0
LINEITEM|1|0|0|0|0|0|sts use slyly quickly special instruc|19940925|0|0|0.07|26627.12|2|F|0|0|0|0|0|5|0|0|124|0|26|19941019|0|0|R|19941016|NONE|FOB|0|0|5|0|0.08|0|0
LINEITEM|1|0|0|0|0|0|eodolites. fluffily unusual|19941013|0|0|0.08|46901.5|3|F|0|0|0|0|0|5|0|0|38|0|50|19940826|0|0|A|19940808|DELIVER IN PERSON|AIR|0|0|4|0|0.03|0|0
LINEITEM|1|0|0|0|0|0|p furiously special foxes|19920515|0|0|0.08|38485.18|1|F|0|0|0|0|0|6|0|0|140|0|37|19920502|0|0|A|19920427|TAKE BACK RETURN|TRUCK|0|0|6|0|0.03|0|0
LINEITEM|1|0|0|0|0|0|ss pinto beans wake against th|19960313|0|0|0.07|12998.16|1|O|0|0|0|0|0|7|0|0|183|0|12|19960603|0|0|N|19960507|TAKE BACK RETURN|FOB|0|0|4|0|0.03|0|0
LINEITEM|1|0|0|0|0|0|es. instructions|19960302|0|0|0.08|9415.26|2|O|0|0|0|0|0|7|0|0|146|0|9|19960219|0|0|N|19960201|TAKE BACK RETURN|SHIP|0|0|3|0|0.08|0|0
PART|1|0|0|0|Brand#13|0|ly. slyly ironi|0|JUMBO PKG|0|0|0|0|0|Manufacturer#1|0|goldenrod lace spring peru powder|0|0|0|0|0|1|0|0|0|0|901|0|0|0|0|0|7|0|0|0|0|PROMO BURNISHED COPPER
PART|1|0|0|0|Brand#13|0|lar accounts amo|0|LG CASE|0|0|0|0|0|Manufacturer#1|0|blush rosy metallic lemon navajo|0|0|0|0|0|2|0|0|0|0|902|0|0|0|0|0|1|0|0|0|0|LARGE BRUSHED BRASS
PART|1|0|0|0|Brand#42|0|egular deposits hag|0|WRAP CASE|0|0|0|0|0|Manufacturer#4|0|dark green antique puff wheat|0|0|0|0|0|3|0|0|0|0|903|0|0|0|0|0|21|0|0|0|0|STANDARD POLISHED BRASS
PART|1|0|0|0|Brand#34|0|p furiously r|0|MED DRUM|0|0|0|0|0|Manufacturer#3|0|chocolate metallic smoke ghost drab|0|0|0|0|0|4|0|0|0|0|904|0|0|0|0|0|14|0|0|0|0|SMALL PLATED BRASS
PART|1|0|0|0|Brand#32|0| wake carefully|0|SM PKG|0|0|0|0|0|Manufacturer#3|0|forest blush chiffon thistle chocolate|0|0|0|0|0|5|0|0|0|0|905|0|0|0|0|0|15|0|0|0|0|STANDARD POLISHED TIN
PART|1|0|0|0|Brand#24|0|sual a|0|MED BAG|0|0|0|0|0|Manufacturer#2|0|white ivory azure firebrick black|0|0|0|0|0|6|0|0|0|0|906|0|0|0|0|0|4|0|0|0|0|PROMO PLATED STEEL
PART|1|0|0|0|Brand#11|0|lyly. ex|0|SM BAG|0|0|0|0|0|Manufacturer#1|0|blue blanched tan indian olive|0|0|0|0|0|7|0|0|0|0|907|0|0|0|0|0|45|0|0|0|0|SMALL PLATED COPPER
PART|1|0|0|0|Brand#44|0|eposi|0|LG DRUM|0|0|0|0|0|Manufacturer#4|0|ivory khaki cream midnight rosy|0|0|0|0|0|8|0|0|0|0|908|0|0|0|0|0|41|0|0|0|0|PROMO BURNISHED TIN
PART|1|0|0|0|Brand#43|0|ironic foxe|0|WRAP CASE|0|0|0|0|0|Manufacturer#4|0|thistle rose moccasin light floral|0|0|0|0|0|9|0|0|0|0|909|0|0|0|0|0|12|0|0|0|0|SMALL BURNISHED STEEL
