100225|8887|O|96220.94|1996-10-22|3-MEDIUM|Clerk#000000051|0|p carefully ironic packages. pending, unusual foxes are blithely. 
100230|7648|O|9100.89|1997-08-30|1-URGENT|Clerk#000000459|0|lithely regular requests. quickly ironic requests boost boldly. quickly 
100353|6940|O|245818.77|1998-06-19|4-NOT SPECIFIED|Clerk#000000671|0|he fluffily final accounts cajole across the always regular
100355|14777|O|192918.44|1996-04-27|5-LOW|Clerk#000000358|0|beans. furiously express asymptotes doubt blithely carefully silent instr
100389|4022|F|79521.76|1995-04-22|2-HIGH|Clerk#000000551|0|cies. regular theodolites caj
100676|2171|O|131990.18|1996-03-15|5-LOW|Clerk#000000650|0|e fluffily deposits. unusual, slow dependencies are slyly al
100934|7211|F|306076.45|1995-01-10|5-LOW|Clerk#000000912|0|posits cajole furiously blithely 
101314|9812|O|31545.65|1996-01-22|3-MEDIUM|Clerk#000000151|0|timents. carefully silent multipliers haggle fu
101601|8236|F|106323.66|1993-04-13|4-NOT SPECIFIED|Clerk#000000922|0| special requests. deposits above the sly
101605|5077|F|148848.03|1992-08-08|5-LOW|Clerk#000000107|0|eaves wake never. finally express requests are. daringly thin instructions sle
101632|11740|O|102510.65|1996-07-10|1-URGENT|Clerk#000000395|0|thogs. pending pinto beans haggle quickly. slyly fin
101925|7984|O|94089.54|1997-06-24|3-MEDIUM|Clerk#000000798|0|urts are blithely final accounts. fluffily pending 
102022|5698|F|61706.52|1994-02-21|5-LOW|Clerk#000000047|0|x-ray furiously. even, regular packages are furiously regular 
102373|3547|O|44783.12|1998-06-11|1-URGENT|Clerk#000000590|0| carefully final deposits wake carefully bold instructions. furiousl
10247|8651|F|243797.00|1993-01-11|3-MEDIUM|Clerk#000000646|0|fully after the carefully pending requests. even, pending ideas alongside 
102533|10069|O|133216.64|1997-03-05|2-HIGH|Clerk#000000437|0|es are carefully ironic ideas. always bold theodolites are along the s
103111|12871|O|217304.26|1996-03-29|5-LOW|Clerk#000000778|0|es cajole carefully quickly even requests. furiously
103204|3604|O|132468.56|1998-01-31|2-HIGH|Clerk#000000509|0|kages are toward the quickly special ideas; final, pendi
103429|11653|O|214167.12|1995-11-06|4-NOT SPECIFIED|Clerk#000000114|0| ironic packages. accounts are. blithely s
103552|5449|O|27080.51|1998-06-02|4-NOT SPECIFIED|Clerk#000000404|0|platelets above the even accounts use carefully 
103685|487|O|239590.53|1997-02-20|3-MEDIUM|Clerk#000000282|0|o beans. quickly ironic requests are? furiously ironic
10400|2299|O|249741.94|1996-10-24|2-HIGH|Clerk#000000375|0|cing accounts sleep slyly regu
104131|2338|F|69372.48|1994-10-08|3-MEDIUM|Clerk#000000380|0|special theodolites cajole above the regular, regular pinto beans. carefully
104577|7264|O|51780.98|1998-04-18|3-MEDIUM|Clerk#000000404|0| requests along the even packages haggle blithely after the care
104678|3694|F|159203.07|1994-04-23|3-MEDIUM|Clerk#000000411|0| slyly unusual deposits boost furiously quickly unus
105186|5038|F|89535.45|1993-08-10|2-HIGH|Clerk#000000602|0|h the furiously regular instructions are slyly even deposits. pinto 
105253|10987|O|107593.55|1995-05-15|5-LOW|Clerk#000000125|0|structions detect slyly. always bold accounts cajole blithely. slyly reg
105315|7351|P|73576.25|1995-03-21|4-NOT SPECIFIED|Clerk#000000227|0|st carefully unusual foxes. bold, e
10532|13363|O|290759.74|1997-11-28|5-LOW|Clerk#000000805|0|ly slyly bold accounts. carefully express theodolites nag
105347|778|F|95298.91|1994-03-05|5-LOW|Clerk#000000907|0|ts are. slyly quiet deposits against the instructions serve b
105571|515|F|166356.06|1992-05-26|3-MEDIUM|Clerk#000000127|0|platelets sleep furiously above the quickly unusua
