34238798.0, 2437991, 1, 100.0, 151800.0
34238798.0, 558251, 1, 20.0, 151800.0
34238766.0, 357606, 6, 200.0, 151800.0
34238143.0, 1885069, 9, 500.0, 165500.0
34238143.0, 1880920, 0, 100.0, 165500.0
34238143.0, 628078, 8, 50.0, 165500.0
34238143.0, 506694, 4, 100.0, 165500.0
34238143.0, 503445, 5, 1000.0, 165500.0
34238143.0, 416277, 7, 200.0, 165500.0
34238143.0, 294708, 8, 200.0, 165500.0
28800927.0, 824746, 6, 1000.0, 165500.0
28800286.0, 809961, 1, 655.0, 165500.0
34235017.0, 2437820, 0, 2.0, 180900.0
34235017.0, 1884348, 8, 500.0, 180900.0
28803128.0, 871396, 6, 100.0, 180900.0
35275345.0, 33387120, 0, 100.0, 198300.0
35275344.0, 33387094, 4, 200.0, 198300.0
35275344.0, 33387091, 1, 300.0, 198300.0
34239154.0, 2439439, 9, 50.0, 143600.0
34238279.0, 316279, 9, 25.0, 162700.0
34239608.0, 2437311, 1, 100.0, 15500.0
34238593.0, 1925071, 1, 35.0, 157300.0
34853330.0, 22173687, 7, 400.0, 195500.0
34218762.0, 1884076, 6, 1000.0, 195500.0
34218762.0, 1884073, 3, 1000.0, 195500.0
34218762.0, 361587, 7, 200.0, 195500.0
34218762.0, 359841, 1, 500.0, 195500.0
34215413.0, 327995, 5, 50.0, 195500.0
34229430.0, 2842462, 2, 300.0, 190100.0
34229430.0, 1815922, 2, 100.0, 190100.0
34229430.0, 1304970, 0, 10.0, 190100.0
34229430.0, 576250, 0, 100.0, 190100.0
34229430.0, 371777, 7, 100.0, 190100.0
32664792.0, 2362444, 4, 100.0, 190100.0
28803515.0, 879651, 1, 39.0, 126800.0
34238699.0, 521867, 7, 50.0, 154500.0
34237421.0, 277062, 2, 50.0, 171900.0
34238983.0, 360659, 9, 1000.0, 149100.0
34239608.0, 1886187, 7, 2.0, 17500.0
34239427.0, 2437231, 1, 1.0, 120000.0
34239427.0, 2437174, 4, 200.0, 120000.0
34239427.0, 2437015, 5, 50.0, 120000.0
34239427.0, 1371020, 0, 25.0, 120000.0
34239427.0, 626960, 0, 100.0, 120000.0
34239427.0, 538416, 6, 1200.0, 120000.0
34239427.0, 538351, 1, 100.0, 120000.0
34239427.0, 529625, 5, 200.0, 120000.0
34239427.0, 516111, 1, 10.0, 120000.0
34239427.0, 506114, 4, 100.0, 120000.0
34239427.0, 463483, 3, 100.0, 120000.0
34239427.0, 447112, 2, 200.0, 120000.0
34239427.0, 357531, 1, 100.0, 120000.0
34239427.0, 357120, 0, 150.0, 120000.0
34239427.0, 357090, 0, 30.0, 120000.0
34239427.0, 333684, 4, 50.0, 120000.0
34239427.0, 316314, 4, 100.0, 120000.0
34239427.0, 315512, 2, 500.0, 120000.0
28803779.0, 885463, 3, 30.0, 120000.0
28803195.0, 872780, 0, 100.0, 120000.0
28802934.0, 867461, 1, 100.0, 120000.0
28801815.0, 844518, 8, 1000.0, 120000.0
28801530.0, 838607, 7, 10.0, 120000.0
28801155.0, 830335, 5, 70.0, 120000.0
34238235.0, 2438678, 8, 300.0, 163700.0
34238235.0, 1885126, 6, 500.0, 163700.0
34238235.0, 1885123, 3, 162.0, 163700.0
34238235.0, 1244057, 7, 25.0, 163700.0
34238235.0, 526280, 0, 400.0, 163700.0
34238235.0, 522165, 5, 500.0, 163700.0
34238235.0, 496999, 9, 100.0, 163700.0
34238235.0, 493689, 9, 1500.0, 163700.0
34238235.0, 492254, 4, 333.0, 163700.0
34238235.0, 485697, 7, 50.0, 163700.0
34238235.0, 371717, 7, 3000.0, 163700.0
34238235.0, 369242, 2, 100.0, 163700.0
34238235.0, 360614, 4, 32.0, 163700.0
34238235.0, 357708, 8, 100.0, 163700.0
34238235.0, 319432, 2, 61.0, 163700.0
34238235.0, 310517, 7, 302.0, 163700.0
28801600.0, 840036, 6, 300.0, 163700.0
28800133.0, 806310, 0, 75.0, 163700.0
34239370.0, 1885941, 1, 200.0, 128700.0
34239370.0, 1885939, 9, 6.0, 128700.0
34239370.0, 1885935, 5, 100.0, 128700.0
34239370.0, 1885932, 2, 2000.0, 128700.0
34239370.0, 1885929, 9, 400.0, 128700.0
34239370.0, 1885926, 6, 100.0, 128700.0
34239370.0, 541487, 7, 100.0, 128700.0
34239370.0, 526572, 2, 30.0, 128700.0
34239370.0, 525595, 5, 100.0, 128700.0
34239370.0, 516415, 5, 200.0, 128700.0
34239370.0, 360432, 2, 150.0, 128700.0
34239592.0, 518250, 0, 500.0, 29800.0
34238520.0, 2439592, 2, 400.0, 160000.0
34238520.0, 2439427, 7, 100.0, 160000.0
34238520.0, 2439417, 7, 4.0, 160000.0
34238520.0, 2439347, 7, 100.0, 160000.0
34238520.0, 2438710, 0, 1000.0, 160000.0
34238520.0, 2438134, 4, 1000.0, 160000.0
34238520.0, 2438084, 4, 100.0, 160000.0
34238520.0, 2437962, 2, 300.0, 160000.0
34238520.0, 2437462, 2, 250.0, 160000.0
34238520.0, 1243821, 1, 300.0, 160000.0
34238520.0, 1135525, 5, 100.0, 160000.0
34238520.0, 1134060, 0, 1000.0, 160000.0
34238520.0, 1132721, 1, 1000.0, 160000.0
34238520.0, 1131819, 9, 50.0, 160000.0
34238520.0, 998519, 9, 1000.0, 160000.0
34238520.0, 614923, 3, 100.0, 160000.0
34238520.0, 590964, 4, 100.0, 160000.0
34238520.0, 587928, 8, 100.0, 160000.0
34238520.0, 564900, 0, 100.0, 160000.0
34238520.0, 556377, 7, 300.0, 160000.0
34238520.0, 539822, 2, 64.0, 160000.0
34238520.0, 539734, 4, 2000.0, 160000.0
34238483.0, 538450, 0, 300.0, 160000.0
34238483.0, 538445, 5, 300.0, 160000.0
34238483.0, 530041, 1, 100.0, 160000.0
34238483.0, 529727, 7, 50.0, 160000.0
34238483.0, 528555, 5, 200.0, 160000.0
34238483.0, 528049, 9, 250.0, 160000.0
34238483.0, 528039, 9, 1000.0, 160000.0
34238483.0, 527983, 3, 45.0, 160000.0
34238483.0, 527981, 1, 225.0, 160000.0
34238483.0, 527960, 0, 10000.0, 160000.0
34238483.0, 527915, 5, 1000.0, 160000.0
34238483.0, 527892, 2, 100.0, 160000.0
34238483.0, 527876, 6, 315.0, 160000.0
34238483.0, 527852, 2, 100.0, 160000.0
34238483.0, 527625, 5, 100.0, 160000.0
34238483.0, 527557, 7, 200.0, 160000.0
34238483.0, 527358, 8, 200.0, 160000.0
34238483.0, 527219, 9, 50.0, 160000.0
34238483.0, 527193, 3, 190.0, 160000.0
34238483.0, 527144, 4, 10.0, 160000.0
34238483.0, 527064, 4, 2000.0, 160000.0
34238483.0, 526927, 7, 50.0, 160000.0
34238483.0, 526903, 3, 50.0, 160000.0
34238483.0, 526678, 8, 100.0, 160000.0
34238483.0, 522163, 3, 6.0, 160000.0
34238483.0, 512654, 4, 5000.0, 160000.0
34238483.0, 512150, 0, 300.0, 160000.0
34238483.0, 508051, 1, 100.0, 160000.0
34238483.0, 507808, 8, 100.0, 160000.0
34238483.0, 507127, 7, 1250.0, 160000.0
34238483.0, 506854, 4, 200.0, 160000.0
34238483.0, 506808, 8, 100.0, 160000.0
34238483.0, 506764, 4, 500.0, 160000.0
34238483.0, 506622, 2, 18.0, 160000.0
34238483.0, 506558, 8, 100.0, 160000.0
34238483.0, 506551, 1, 200.0, 160000.0
34238483.0, 506402, 2, 25.0, 160000.0
34238483.0, 506339, 9, 300.0, 160000.0
34238483.0, 506250, 0, 1000.0, 160000.0
34238483.0, 506086, 6, 100.0, 160000.0
34238483.0, 505779, 9, 30.0, 160000.0
34238483.0, 505732, 2, 100.0, 160000.0
34238483.0, 505211, 1, 100.0, 160000.0
34238483.0, 485048, 8, 100.0, 160000.0
34238483.0, 467905, 5, 100.0, 160000.0
34238483.0, 464636, 6, 100.0, 160000.0
34238483.0, 462642, 2, 1500.0, 160000.0
34238483.0, 459818, 8, 50.0, 160000.0
34238483.0, 447540, 0, 75.0, 160000.0
34238483.0, 434219, 9, 100.0, 160000.0
